Title,Artist,Year
Playing In The Band,Grateful Dead,1971
Pleasant Valley Sunday,The Monkees,1967
Please Don't Worry,Grand Funk Railroad,1969
Please Forgive Me,David Gray,1998
Please Please Me,The Beatles,1962
Please Please Please,James Brown,1968
Please Read The Letter,Robert Plant & Alison Krauss,2007
Pledging My Love,Johnny Ace,1954
Poetry Man,Phoebe Snow,1974
Poets,The Tragically Hip,1998
Point Blank,Bruce Springsteen,1980
Poison & Wine,The Civil Wars,2009
Poison Arrow,ABC,1982
Poison Girl,Chris Whitley,1991
Police & Thieves,The Clash,1977
Police And Thieves,Junior Murvin,1977
Police On My Back,The Clash,1980
Policy Of Truth,Depeche Mode,1990
Political Science,Randy Newman,1972
Polk Salad Annie,Tony Joe White,1969
Polythene Pam,The Beatles,1969
Ponta De Areia,Wayne Shorter,1975
Ponta De Lanca Africano (umbabarauma),Jorge Ben,1976
Poor Poor Pitiful Me,Warren Zevon,1976
Pop Life,Prince & The Revolution,1985
Pop Muzik,M,1979
Pop Song 89,R. E. M.,1988
Porcelain,Moby,1999
Portions For Foxes,Rilo Kiley,2004
Portland Oregon,Loretta Lynn,2004
Positive Bleeding,Urge Overkill,1993
Positive Vibration,Bob Marley & The Wailers,1976
Positively 4th Street,Bob Dylan,1967
Possession,Sarah McLachlan,1993
Powderfinger,Neil Young,1979
Power To Move Ya,Ziggy Marley,1995
Power To The People,John Lennon,1971
Presence Of The Lord,Blind Faith,1969
Pressure Drop,Robert Palmer,1975
Pressure Drop,Toots & The Maytals,1968
Pretending,Eric Clapton,1989
Pretty As You Feel,Jefferson Airplane,1971
Pretty Ballerina,The Left Banke,1966
Pretty Good Year,Tori Amos,1994
Pretty In Pink,Psychedelic Furs,1981
Pretty Little Rebel,John Eddie,1986
Pretty Persuasion,R. E. M.,1984
Pretty Pimpin',Kurt Vile,2015
Pretzel Logic,Steely Dan,1974
Pride,U2,1984
Pride And Joy,Marvin Gaye,1963
Pride And Joy,Stevie Ray Vaughan,1992
Pride Of Man,Quicksilver Messenger Service,1968
Prime Of Life,Neil Young,1994
Primrose Green,Ryley Walker,2015
Private Conversation,Lyle Lovett,1996
Private Idaho,B-52's,1980
Private Life,The Pretenders,1980
Private Revolution,World Party,1986
Promised You A Miracle,Simple Minds,1982
Promises Promises,Naked Eyes,1983
Proud Mary,Ike & Tina Turner,1971
Prove It All Night,Bruce Springsteen,1978
Psychedelic Shack,The Temptations,1970
Public Image,Public Image Ltd.,1978
Pull Up To The Bumper,Grace Jones,1981
Pulling Mussels From A Shell,Squeeze,1990
Pump It Up,Elvis Costello,1978
Pump Up The Volume,M/A/R/R/S,1987
Punk Rock Girl,Dead Milkmen,1988
Pure,The Lightning Seeds,1989
Pure And Easy,Pete Townshend,1972
Purple Haze,Jimi Hendrix,1984
Purple Rain,Prince,1997
Push On Til The Day,Trey Anastasio,2002
Pushin' Too Hard,The Seeds,1965
Put Me On Top,Aimee Mann,1993
Put The Message In The Box,World Party,1990
Put Your Records On,Corinne Bailey Rae,2006
Quattro (World Drifts In),Calexico,2003
Queen Jane Approximately,Bob Dylan,1965
Queen of California,John Mayer,2012
Queen Of Hearts,Gregg Allman,1973
Question,The Moody Blues,1970
Questions 67 & 68,Chicago Transit Authority,1969
R.o.c.k.,Garland Jeffreys,1981
Race For The Prize,The Flaming Lips,1999
Radar Love,Golden Earring,1971
Radio,Sylvan Esso,2014
Radio Free Europe,R. E. M.,1981
Radio Ga Ga,Queen,1984
Radio Girl,John Hiatt,1979
Radio Nowhere,Bruce Springsteen,2007
Radio Song,R. E. M.,1991
"Radio, Radio",Elvis Costello,1978
Radioactive,Kings Of Leon,2010
Rag Mama Rag,The Band,1969
Rain,Patty Griffin,2002
Rain,The Beatles,1966
Rain Come Down,Eastmountainsouth,2003
Rain Dogs,Tom Waits,1985
Rain In Spain,Sea Level,1977
Rain King,Counting Crows,1993
Rain On The Scarecrow,John Mellencamp,1985
Rain Plans,Israel Nash,2013
Rainbow,Robert Plant,2014
Raindrops Keep Fallin' On My Head,B.J. Thomas,1969
Rainy Day Blues,Willie Nelson,1972
Rainy Day Women #12 & 35,Bob Dylan,1966
Raised On Robbery,Joni Mitchell,1974
Ramble On,Led Zeppelin,1969
Ramblin' Gamblin' Man,Bob Seger & The Silver Bullet Band,1976
Ramblin' Man,The Allman Brothers,1987
Ramrod,Bruce Springsteen,1980
Random Name Generator,Wilco,2015
Randy Scouse Git,The Monkees,1967
Range Life,Pavement,1994
Ranking Full Stop,The English Beat,1980
Rapture,Blondie,1980
Rapper's Delight,Sugarhill Gang,1990
Raspberry Beret,Prince,1985
Raspberry Beret,Hindu Love Gods,1990
Rave On,Buddy Holly,1978
Ravers,Steel Pulse,1982
Reach Out I'll Be There,Four Tops,1985
Reach Out Richard,Mayer Hawthorne,2013
Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,1969
Ready To Start,Arcade Fire,2001
Real Emotions,Los Lonely Boys,2003
Real Fine Love,John Hiatt,1990
Real Live Bleeding Fingers And Broken Guitar Strings,Lucinda Williams,2003
Real Love,Lucinda Williams,2008
Real Man,Todd Rundgren,1975
Real Real Gone,Van Morrison,1990
Reality Used To Be A Friend Of Mine,PM Dawn,1991
Reason To Believe,Tim Hardin,1966
Rebel Music,Bob Marley & The Wailers,1974
Rebel Rebel,David Bowie,1974
Rebel Rouser,Duane Eddy,1977
Rebel Side Of Heaven,Langhorne Slim,2008
Rebirth Of Slick (cool Like Dat),Digable Planets,1992
Reconsider Baby,Freddie King,1974
Red,King Crimson,1975
Red Eyes,The War On Drugs,2013
Red Rain,Peter Gabriel,1994
Red Red Wine,UB40,1987
Red Rose,The Blasters,1991
Red Rubber Ball,The Cyrkle,1966
Red Streamliner,Little Feat,1977
Red Vines,Aimee Mann,1999
Redemption Song,Bob Marley & The Wailers,1980
Redondo Beach,Patti Smith,1975
Reelin' & Rockin',Chuck Berry,1958
Reelin' In The Years,Steely Dan,1972
Reflections,Diana Ross & The Supremes,1966
Reflections Of My Life,Marmalade,1969
Reflektor,Arcade Fire,2013
Refuge Of The Roads,Joni Mitchell,1976
Refugee,Tom Petty & The Heartbreakers,1979
Reggae Music,Jimmy Cliff,2012
Reggae On Broadway,Johnny Nash,1975
Rehab,Amy Winehouse,2007
Relax,Frankie Goes To Hollywood,1983
Release,Afro Celt Sound System,1999
Remedy,The Black Crowes,1992
Remember (Walkin' In The Sand),The Shangri-La's,1986
Rent I Pay,Spoon,2014
Repo Man,Ray Lamontagne & The Pariah Dogs,2010
Requiem Pour Un Con,Serge Gainsbourg,1989
Rescue Me,Fontella Bass,1965
Respect,Aretha Franklin,1968
Respect,Otis Redding,1967
Respect Yourself,The Staple Singers,1971
Respectable,The Rolling Stones,1978
Respectable Street,XTC,1980
Rest Of My Days,Indigenous,2000
Restless,New Order,2015
Return Of The Grievous Angel,Gram Parsons,1974
Return To The Moon,EL VY,2015
Rev It Up,Jerry Harrison,1988
Reva's House,Los Lobos,1992
Revival,The Allman Brothers,1970
Revolution,Dr. John,2012
Revolution,Eric Clapton,2005
Revolution,Los Lobos,1996
Revolution,The Beatles,1968
Revolution 9,The Beatles,1968
Revolution Blues,Neil Young,1974
Revolutionary Kind,Gomez,1999
Rhiannon,Fleetwood Mac,1975
Rhumba Man,Jesse Winchester,1977
Rhythm & Blues,The Head And The Heart,2016
Rich Girl,Hall & Oates,1978
Ricochet In Time,Shawn Colvin,1989
Ride A White Swan,T Rex,1972
Ride My See-saw,The Moody Blues,1968
Ride On Josephine,Bo Diddley,1961
Ride The Tiger,Jefferson Starship,1974
Riders On The Storm,The Doors,1971
Ridgetop,Jesse Colin Young,1973
Ridin' In My Car,NRBQ,1977
Riding On The Back,Francis Dunnery,1998
Right As Rain,Adele,2008
Right Down The Line,Gerry Rafferty,1978
Right Hand Man,Joan Osborne,1995
"Right Here, Right Now",Cassandra Wilson,1999
"Right Here, Right Now",Jesus Jones,1990
Right Moves,Josh Ritter,2007
Right On The Tip Of My Tongue,Brenda & The Tabulations,1991
Right Place Wrong Time,Dr. John,1973
Right To Be Wrong,Joss Stone,2004
Righteously,Lucinda Williams,2003
Rikki Don't Lose That Number,Steely Dan,1974
Ring My Bell,Anita Ward,1988
Ring of Fire,Johnny Cash,1963
Ring of Fire,Wall Of Voodoo,1980
Riot In Cell Block Number Nine,Wanda Jackson,1999
Rip It Up,Little Richard,1956
Ripple,Grateful Dead,1970
Rise,Public Image Ltd.,1985
Rita Mae Young,The Record Company,2016
River Deep Mountain High,Ike & Tina Turner,1979
Rivers of Babylon,The Melodians,1970
Riviera Paradise,Stevie Ray Vaughan,1989
Road to Nowhere,Talking Heads,1985
Roadhouse Blues,The Doors,1970
Roadrunner,Jr. Walker & The All-Stars,1965
Roadrunner,The Modern Lovers,1976
Roads To Moscow,Al Stewart,1973
Roam,B-52's,1989
"Robbery, Assault & Battery",Genesis,1976
Rock & Roll,The Velvet Underground,1974
Rock & Roll All Nite,Kiss,1975
Rock & Roll Music,Chuck Berry,1963
Rock And Roll,Led Zeppelin,1971
Rock And Roll Ain't Noise Pollution,AC/DC,1980
Rock And Roll Doctor,Little Feat,1974
"Rock and Roll, Hoochie Koo",Rick Derringer,1990
Rock And Roll Is Here To Stay,Danny & The Juniors,1986
Rock And Roll Stew,Traffic,1971
Rock And Roll Woman,Buffalo Springfield,1967
Rock Around The Clock,Bill Haley & His Comets,1985
Rock Lobster,B-52's,1978
Rock Me,Muddy Waters,1978
Rock Me On The Water,Jackson Browne,1972
Rock 'n' Roll Lifestyle,Cake,1993
Rock N Roll Star,Oasis,1994
Rock On,David Essex,1973
Rock On,T Rex,1972
Rock Steady,Alton Ellis & The Flames,1969
Rock Steady,Aretha Franklin,1972
Rock The Boat,Hues Corporation,1987
Rock The Casbah,The Clash,1982
Rock This Town,Stray Cats,1981
Rock With You,Michael Jackson,1979
Rockaria!,Electric Light Orchestra,1976
Rocket In My Pocket,Little Feat,1977
Rocket Man,Elton John,1976
Rockin' Around (With You),Tom Petty & The Heartbreakers,1976
Rockin' At Midnight,Roy Brown,1992
Rockin' In The Free World,Neil Young,1989
Rockin' Pneumonia,Larry Williams,1986
Rocks Off,The Rolling Stones,1972
Rocky Mountain High,John Denver,1972
Rocky Mountain Way,Joe Walsh,1973
Rodeo Clowns,G Love & Special Sauce,1999
Roland The Headless Thompson Gunner,Warren Zevon,1978
Roll Another Number (For The Road),Neil Young,1975
Roll Away The Stone,Leon Russell,1970
Roll Away The Stone,Mott The Hoople,1973
Roll Away Your Stone,Mumford & Sons,2008
Roll Over Beethoven,Chuck Berry,1963
Roll Over Beethoven,Electric Light Orchestra,1973
Roll To Me,Del Amitri,1995
Roll Um Easy,Little Feat,1973
Roll Up Your Sleeves,Meg Mac,2014
Roll With It,Oasis,1995
Roll With The Punches,Dawes,2016
Roller,Quilt,2016
Rollin' Stone,Muddy Waters,1987
Rollin' Tumblin' (remix),R. L. Burnside,1998
Rolling In The Deep,Adele,2010
Romeo & Juliet,Dire Straits,1984
Romeo & Juliet,Indigo Girls,1992
Romeo's Tune,Steve Forbert,1980
Room To Move,John Mayall,1969
"Roots, Rock, Reggae",Bob Marley & The Wailers,1976
Rosalita,Bruce Springsteen,1986
Rose Rouge,St. Germain,2000
Rosie,Jackson Browne,1977
Rough Boys,Pete Townshend,1980
Rough God Goes Riding,Van Morrison,1997
Round & Round (It Won't Be Long),Neil Young,1969
Round Here,Counting Crows,1993
Round Of Blues,Shawn Colvin,1992
Roundabout,Yes,1973
Roxanne,The Police,1978
Rubberband Girl,Kate Bush,1993
Rubberband Man,The Spinners,1978
Rubberneckin',Elvis Presley,1969
Rubin & Cherise,Jerry Garcia,1978
Ruby,Kaiser Chiefs,2007
Ruby Tuesday,The Rolling Stones,1967
Rudie Can't Fail,The Clash,1979
"Rudy, A  Message To You",The Specials,2000
Rumble,Link Wray,1989
Run,Snow Patrol,2004
Run Around,Blues Traveler,1994
Run For Your Life,The Beatles,1965
Run On,Moby,1999
Run Runaway,Slade,1983
Run Through The Jungle,Creedence Clearwater Revival,1970
Runaway,Del Shannon,1961
"Runaway Child, Running Wild",The Temptations,1969
Runaway Train,Soul Asylum,1993
Runaways,The Killers,2012
Runnin' Down A Dream,Tom Petty,1989
Running On Empty,Jackson Browne,1977
Running Out Of Time,Amos Lee,2016
Running Out Of Time,Joan Osborne,2000
Running Scared,Roy Orbison,1961
Running Up That Hill,Kate Bush,1990
S.O.S.,Abba,1975
Sabotage,Beastie Boys,1994
Sad And Deep As You,Dave Mason,1970
Safe European Home,The Clash,1978
Safe From Harm,Massive Attack,1991
Sail Across The Water,Jane Siberry,1993
Sail Away,David Gray,1998
Sail Away,Randy Newman,1972
"Sail On, Sailor",The Beach Boys,1973
Sailin' Shoes,Little Feat,1972
Sailing To Philadelphia,Mark Knopfler,2000
Saint Simon,The Shins,2003
Sally Can't Dance,Lou Reed,1974
Salt Of The Earth,The Rolling Stones,1968
Sam Stone,John Prine,1971
Same Situation,Joni Mitchell,1974
Sample In A Jar,Phish,1994
Samson & Delilah,Grateful Dead,1977
San Diego Serenade,Tom Waits,1974
San Franciscan Nights,Eric Burdon & The Animals,1967
San Francisco (Be Sure To Wear Flowers In Your Hair),Scott McKenzie,1967
San Quentin,Johnny Cash,1969
Santa Fe,Beirut,2011
Sara,Bob Dylan,1976
Sara,Fleetwood Mac,1979
Satellite Of Love,Lou Reed,1972
Satellites,Rickie Lee Jones,1989
Satisfaction (I Can't Get No),Otis Redding,1965
Satisfy Me,Anderson East,2015
Satisfy You,Cracker,1992
Saturday's Song,Hiss Golden Messenger,2014
Save It For A Rainy Day,The Jayhawks,2003
Save It For Later,The English Beat,1982
Save The Country,Laura Nyro,1969
Save The Last Dance For Me,The Drifters,1960
Save Tonight,Eagle-Eye Cherry,1996
Saved By Zero,The Fixx,1982
Savoy Truffle,The Beatles,1968
Say Goodbye To Hollywood,Billy Joel,1976
Say Hey (I Love You),Michael Franti & Spearhead,2008
Say It Ain't So,Weezer,1994
Say No Go,De La Soul,1989
Say Please,Monsters of Folk,2009
Say What,Stevie Ray Vaughan,1985
Say Something,James,1993
Say Yes,Langhorne Slim,2009
Say You Love Me,Fleetwood Mac,1975
Scar Tissue,Red Hot Chili Peppers,1999
Scarecrow,Counting Crows,2014
Scarborough Fair/ Canticle,Simon & Garfunkel,1966
Scarlet Begonias,Grateful Dead,1974
Scary Monsters,David Bowie,1980
Scatterlings Of Africa,Johnny Clegg & Savuka,1987
School Days,Chuck Berry,1963
School Days,Stanley Clarke,1976
School's Out,Alice Cooper,1977
Scorpio,Dennis Coffey,1971
Sea Of Heartbreak,Rosanne Cash,2009
Sea Of Joy,Blind Faith,1969
Sea of Love,The Honeydrippers,1984
Season Of The Witch,Donovan,1966
Season Of The Witch,Luna,1996
Seasons (Waiting On You),Future Islands,2014
Seattle,Public Image Ltd.,1987
Second Hand Heart,Dwight Yoakam,2015
Second Hand News,Fleetwood Mac,1977
Secret Agent Man,Devo,1979
Secret Agent Man,Johnny Rivers,1966
Secret Garden,Bruce Springsteen,1995
Secret O'Life,James Taylor,2013
Secret Smile,Semisonic,1998
Sedona,Houndmouth,2015
See A Little Light,Bob Mould,1989
See Emily Play,Pink Floyd,1967
See How We Are,X,1987
See No Evil,Television,1977
See Saw,Aretha Franklin,1968
See The Changes,Crosby Stills & Nash,1977
See The World,Gomez,2006
Seether,Veruca Salt,1994
Send Me On My Way,Rusted Root,1992
Send Your Love,Sting,2003
Sense Of Purpose,Third World,1985
Senses Working Overtime,XTC,1982
Sensitive Kind,J. J. Cale,1979
Sentimental Heart,She & Him,2008
Sentimental Lady,Bob Welch,1977
September,Earth Wind & Fire,1992
September Gurls,Big Star,1974
Sequestered In Memphis,The Hold Steady,2008
Serpentine Fire,Earth Wind & Fire,1977
Serpents,Sharon Van Etten,2011
Set Fire to the Rain,Adele,2011
Set Me Free (rosa Lee),Los Lobos,1987
Seven Chinese Brothers,R. E. M.,2015
Seven Days,Ron Wood,1979
Seven Nation Army,The White Stripes,2003
Seven Year Ache,Rosanne Cash,1981
Seventh Son,Mose Allison,1959
Sex & Drugs & Rock & Roll,Ian Dury & The Blockheads,1986
Sex And Candy,Marcy Playground,1995
Sex On Fire,Kings Of Leon,2008
Sexual Healing,Marvin Gaye,1982
Sexual Healing,Soul Asylum,1993
Sexuality,Billy Bragg,1991
Sexxlaws,Beck,2000
Sexy Sadie,The Beatles,1968
Sgt. Pepper's Lonely Heart's Club Band,The Beatles,1967
Shack And Shambles,Cesar Rosas,1999
Shadow Captain,Crosby Stills & Nash,1977
Shadow Days,John Mayer,2012
Shadow People,Dr. Dog,2010
Shadowboxer,Fiona Apple,1996
Shake,Otis Redding,1967
Shake,The Head And The Heart,2013
Shake 'Em On Down,North Mississippi Allstars,2000
Shake It Baby,John Lee Hooker,1966
Shake It Baby,T-Bone Walker,1969
Shake It Out,Karl Denson's Tiny Universe,2009
Shake Rattle And Roll,Big Joe Turner,1972
Shake Rattle And Roll,Bill Haley & His Comets,1968
Shake Some Action,Flamin' Groovies,1976
Shake Your Hips,Slim Harpo,1966
Shake Your Money Maker,Paul Butterfield Blues Band,1965
Shake Your Rump,Beastie Boys,1989
Shakey Ground,The Temptations,1975
Shakedown Street,Grateful Dead,1978
Shakin' All Over,The Who,1970
Shakin' Shakin' Shakes,Los Lobos,1987
Shame Chamber,Kurt Vile,2013
Shame On You,Indigo Girls,1997
Shanghai Noodle Factory,Traffic,1968
Shangri-La,The Kinks,1969
Shapes Of Things,The Yardbirds,1971
Sharon,David Bromberg,1972
Shattered,The Rolling Stones,1978
She,Gram Parsons,1973
She Bangs The Drums,The Stone Roses,1989
She Came In Through The Bathroom Window,The Beatles,1969
She Came In Through The Bathroom Window,Joe Cocker,1969
She Cries Your Name,Beth Orton,1993
She Doesn't Laugh At My Jokes,Jonathan Richman,1991
She Don't Use Jelly,The Flaming Lips,1993
She Drives Me Crazy,Fine Young Cannibals,1989
She Loves You,The Beatles,1963
She Makes Me Feel Good,Lyle Lovett,1992
She May Call You Up Tonight,The Left Banke,1967
She Moves On,Paul Simon,1990
She Said She Said,The Beatles,1966
She Sells,Roxy Music,1975
She Sells Sanctuary,The Cult,1985
She Talks In Stereo,Gary Myrick & The Figures,1980
She Talks To Angels,The Black Crowes,1990
She Took Off My Romeos,David Lindley,1981
She Walks In So Many Ways,The Jayhawks,2011
She Will Have Her Way,Neil Finn,1998
Sheela-Na-Gig,PJ Harvey,1992
Sheena Is A Punk Rocker,The Ramones,1977
Shelter From The Storm,Bob Dylan,1975
Shelter Song,Temples,2012
Sherry Darling,Bruce Springsteen,1980
She's A Lady,Tom Jones,1995
She's A Rainbow,The Rolling Stones,1967
She's A Runaway,Bodeans,1986
She's A Woman,The Beatles,1964
She's About A Mover,Sir Douglas Quintet,1966
She's Gone,Hall & Oates,1974
She's Gone,Hound Dog Taylor And The Houserockers,1971
She's Got A New Spell,Billy Bragg,1988
She's Got Everything,The Kinks,1968
She's Got Her Ticket,Tracy Chapman,1988
She's Got Soul,Nick Lowe,2001
She's Leaving Home,The Beatles,1967
She's No Lady,Lyle Lovett,1987
She's Not Just Another Woman,The 8th Day,1971
She's Not There,The Zombies,1965
She's So Cold,The Rolling Stones,1980
She's The One,Bruce Springsteen,1975
Shine,Trey Anastasio,2005
Shine A Light,The Rolling Stones,1972
Shine It All Around,Robert Plant & The Strange Sensation,2005
Shine On,Humble Pie,1971
Shine On You Crazy Diamond (part 1),Pink Floyd,1975
Shinin' On,Grand Funk Railroad,1974
Shining Star,Earth Wind & Fire,1975
Shiny Happy People,R. E. M.,1991
Ship Of Fools,Grateful Dead,1974
Shiver,Coldplay,2000
Shock The Monkey,Peter Gabriel,1982
Shoegaze,Alabama Shakes,2015
Shoot Out The Lights,Richard & Linda Thompson,1982
Short Skirt/long Jacket,Cake,2001
Shotgun,Jr. Walker & The All-Stars,1965
Shotgun Down The Avalanche,Shawn Colvin,1989
Should I Stay Or Should I Go?,The Clash,1982
Shout,Tears For Fears,1984
Shout,The Isley Brothers,1987
Shout Out Loud,Amos Lee,2006
Show And Tell,Al Wilson,1973
Show Me,The Pretenders,1984
Showdown,Electric Light Orchestra,1979
Shut Up And Let Me Go,The Ting Tings,2008
Shut Your Eyes,Snow Patrol,2006
Siberian Khatru,Yes,1972
Sideways,Citizen Cope,2002
Sideways,Santana,2002
Sign O' The Times,Prince,1987
"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,1974
Signs,Five Man Electrical Band,1971
Silent All These Years,Tori Amos,1991
Silent Movies,Madisen Ward and the Mama Bear,2015
Silver Lining,Bonnie Raitt,2002
Silver Naked Ladies,Paul Westerberg,1993
Simple Song,The Shins,2012
Simple Twist Of Fate,Bob Dylan,1975
Since You've Been Gone,Aretha Franklin,1968
Sing A Simple Song,Sly & The Family Stone,1969
Sing A Song,Earth Wind & Fire,1975
"Sing, Sing, Sing",Benny Goodman,1989
Sinner,Neil Finn,1998
Sir Duke,Stevie Wonder,1976
Sissyneck,Beck,1996
Sister Havana,Urge Overkill,1993
Sister Jack,Spoon,2005
Sister Lost Soul,Alejandro Escovedo,2008
Sisters Are Doin' It For Themselves,Eurythmics,1985
Sit Down I Think I Love You,Buffalo Springfield,1966
Sittin' On The Dock Of The Bay,Otis Redding,1984
Sitting In Limbo,Jimmy Cliff,1971
"Sitting, Waiting, Wishing",Jack Johnson,2004
Situation,Yaz,1982
Six O'clock News,Kathleen Edwards,2002
Sixty Years On,Elton John,1970
Skateaway,Dire Straits,1980
Skating Away On The Thin Ice Of The New Day,Jethro Tull,1974
Skin It Back,Little Feat,1974
Skin Tight,Ohio Players,1974
Skinny Love,Bon Iver,2007
Sky Blue Sky,Wilco,2007
Sky Pilot,Eric Burdon & The Animals,1964
Slave To Love,Bryan Ferry,1985
Slave To The Rhythm,Grace Jones,1985
